StargazeAddress,CosmosAddress,Balance,IsStaking
stars1jjj7gc35f6wpsmls74vlqrjd6f27htcv884g28,cosmos1jjj7gc35f6wpsmls74vlqrjd6f27htcvnmz4pk,1.107007,Yes
stars1htlcpzppxhnalgvyljvyd9f67zemwmctyak4nn,cosmos1htlcpzppxhnalgvyljvyd9f67zemwmctsppgcz,0.837578,Yes
stars16st6ta5nc8nrx964r09sau2czrpf9j3vmtalzj,cosmos16st6ta5nc8nrx964r09sau2czrpf9j3v0h2zfr,0,No
stars12wg7dm9ljm7vk5mlt2f7g4dqacwfrkz4xvt9ca,cosmos12wg7dm9ljm7vk5mlt2f7g4dqacwfrkz4jsucnv,0,No
stars1tlxdzyltjkgwplllmtzp0cgxa0c7slgwz7qu05,cosmos1tlxdzyltjkgwplllmtzp0cgxa0c7slgwkzhpy9,0,No
stars1p6auepvve7jafgx0s5at8upstvk62uynk98er5,cosmos1p6auepvve7jafgx0s5at8upstvk62uynzesyg9,0,No
stars1m7ska2yp30kmwww0s48tw6ha9flxqt4p2efea5,cosmos1m7ska2yp30kmwww0s48tw6ha9flxqt4p797yk9,0,No
stars19cnmuuwue83yxs4z46ph4ldt309fnru9ny0gra,cosmos19cnmuuwue83yxs4z46ph4ldt309fnru98cc4gv,26.54589,Yes
stars1k0z7uxman4gewx43p7nxxvdnja82mv2ah8v4hg,cosmos1k0z7uxman4gewx43p7nxxvdnja82mv2armmgue,0.002229,No
stars198pkgacchjarg02tk68tw2j3yw3qxrlu00wp8t,cosmos198pkgacchjarg02tk68tw2j3yw3qxrlumneuv6,0.116378,No
stars1axe6uc7f8wuwuj66awmlzj8m6n72k2c2gtrhw5,cosmos1axe6uc7f8wuwuj66awmlzj8m6n72k2c2uh5299,0.295982,Yes
stars1nu5dcewu75qp5zgspuw40ny784q6p2xyyunevf,cosmos1nu5dcewu75qp5zgspuw40ny784q6p2xysqyy8c,0,No
stars1pd0px3mg76qgp7rxe6pua90z0ucsd7zlt63jgj,cosmos1pd0px3mg76qgp7rxe6pua90z0ucsd7zllxx0rr,0.008104,No
stars1x5jeh2f0pek0mj7nq4mxd274hpuhrt8m960pqa,cosmos1x5jeh2f0pek0mj7nq4mxd274hpuhrt8m3xcutv,0,No
stars1ezlhaq3cly7h5fnapqhwwlyekglz2h8k4ghkmy,cosmos1ezlhaq3cly7h5fnapqhwwlyekglz2h8kp5qts4,0,No
stars1am8smspqfykgep7npce5ehfylau9t9g8ytj7ye,cosmos1am8smspqfykgep7npce5ehfylau9t9g8sh9r0g,0,No
stars1cffqlxsq87myua4mxunv47jz65ly8mak4x533n,cosmos1cffqlxsq87myua4mxunv47jz65ly8makp6rv6z,0.629457,Yes
stars177zjj4huq9cjsagtpc7k02jlz4s2j3643n3ylk,cosmos177zjj4huq9cjsagtpc7k02jlz4s2j36490xe58,0.006346,Yes
stars18v40lxl4hs65p0h4nwe9f4a4z2swuuuphfq08t,cosmos18v40lxl4hs65p0h4nwe9f4a4z2swuuupr4hjv6,0,No
stars1392vmkuqyzy4upqlwuu42nfq004gfgw2r2ag4r,cosmos1392vmkuqyzy4upqlwuu42nfq004gfgw2hk247j,1.305432,Yes
stars1a2qe7slz8tgkzpam8psh4lvpvysmffkttr46q4,cosmos1a2qe7slz8tgkzpam8psh4lvpvysmffktllz8ty,0,No
stars1yacvpnn892l78wv6uz63zmc47ksds3gf2pmufhczk9z5kreh9tcq0z5djv,cosmos1yacvpnn892l78wv6uz63zmc47ksds3gf2pmufhczk9z5kreh9tcqe9s2a5,0,No
stars16ejzx2475lz3yw824h4sf2j8frz4tq0hc9e50a,cosmos16ejzx2475lz3yw824h4sf2j8frz4tq0hvewfyv,0.015281,Yes
stars12jrvkcm8uaghmn5wcnd0lpeqfejavxhms6uel3,cosmos12jrvkcm8uaghmn5wcnd0lpeqfejavxhmyxty5q,0,No
stars157vxd035zm27xxyd8c0y5c047lqrfuvezsm4v2,cosmos157vxd035zm27xxyd8c0y5c047lqrfuvekvvg8m,0,No
stars1kfnltdz4w6z0623c2jrpqfzlp69tk7lmd265zw,cosmos1kfnltdz4w6z0623c2jrpqfzlp69tk7lmekdffl,0,No
stars10fm4n6tfalkm0dhy74de98wl78h9wu3tfsqmpc,cosmos10fm4n6tfalkm0dhy74de98wl78h9wu3tavhx2f,0,No
stars1dxnnklh9eq2z77qht8lhna4s9k34vqszt9fvz2,cosmos1dxnnklh9eq2z77qht8lhna4s9k34vqszle73fm,6.195539,Yes
stars1ypv9h04t20uck5w5d43zvcua0vxlgxf6f34622,cosmos1ypv9h04t20uck5w5d43zvcua0vxlgxf6adz8pm,9.549983,Yes
stars1tnyrxmdk6jtw8vqsq74z8t8y562mgcf79fzhvy,cosmos1tnyrxmdk6jtw8vqsq74z8t8y562mgcf7344284,0.632139,Yes
stars1etpq9hstn4l3dypnlmsd8e3vhtwj707ep5cgc3,cosmos1etpq9hstn4l3dypnlmsd8e3vhtwj707e4g04nq,0,No
stars10hgcr8x2fk0jnnsflj9k9u8w3lhwv5838yxqhm,cosmos10hgcr8x2fk0jnnsflj9k9u8w3lhwv583nc3au2,0,No
stars13jawsn574rf3f0u5rhu7e8n6sayx5gkwxsh7aj,cosmos13jawsn574rf3f0u5rhu7e8n6sayx5gkwjvqrkr,0.005301,Yes
stars1dkjr3vey927m9r8cnlteg5cfzxqjxgxlwp7eyp,cosmos1dkjr3vey927m9r8cnlteg5cfzxqjxgxl6afy0s,0.180504,Yes
stars1wq63jfwdxrnsc35t2s27mywwwekwsnc8tv6760,cosmos1wq63jfwdxrnsc35t2s27mywwwekwsnc8lsdr37,0,Yes
stars1c08tg5mgqp5u4ynvm38ap3msz7hrgvuz6f625q,cosmos1c08tg5mgqp5u4ynvm38ap3msz7hrgvuzw4dhl3,0.002925,Yes
stars1nf4vmxexkvyv3rs9cks3l5zaxy4svkxg257e5d,cosmos1nf4vmxexkvyv3rs9cks3l5zaxy4svkxg7gfylu,0.020102,Yes
stars1ccqw5thngtjth5qlc8pew9e3x02tdmu0crhrdq,cosmos1ccqw5thngtjth5qlc8pew9e3x02tdmu0vlq7x3,0,No
stars1awdklugmtzv2n22zg660mcej5lv2x0gswsrss7,cosmos1awdklugmtzv2n22zg660mcej5lv2x0gs6v5dm0,0,No
stars1904h4pkdezcm7xcxrcum7cckr4wel3kad8m9r0,cosmos1904h4pkdezcm7xcxrcum7cckr4wel3kaemvcg7,0.357164,Yes
stars1r2ptfzed4mzmm2zxvrfq9jezlawtnpnpak9qq4,cosmos1r2ptfzed4mzmm2zxvrfq9jezlawtnpnpf2jaty,0.859316,No
stars1kmpse7q8f7rcgex2vfzndd64feyw0d8rcyev6a,cosmos1kmpse7q8f7rcgex2vfzndd64feyw0d8rvcw33v,0.000583,Yes
stars1ad3j6gz8clcttnyy59w9p5ffzgjnn835es0hv6,cosmos1ad3j6gz8clcttnyy59w9p5ffzgjnn835dvc28t,0,No
stars1uzqhpyuus8zwvuaszwfv38f3actnz9arntr239,cosmos1uzqhpyuus8zwvuaszwfv38f3actnz9ar8h5h65,0.021334,Yes
stars10yp8ey37pjt4y5cr6nl2dstqjyz9f5k9t0t9mr,cosmos10yp8ey37pjt4y5cr6nl2dstqjyz9f5k9lnucsj,3.046131,Yes
stars18egzdcgmvzfstuucaexvd9822tnpu7hyk625lc,cosmos18egzdcgmvzfstuucaexvd9822tnpu7hyzxaf5f,3.288258,Yes
stars1kwsex32xfasadwyg06sryv5rv4vwl395m6nfdm,cosmos1kwsex32xfasadwyg06sryv5rv4vwl3950xy5x2,0,No
stars1xl0fnr8p6ch3aw5scqczxwqgfgllnslffweust,cosmos1xl0fnr8p6ch3aw5scqczxwqgfgllnslfajwpm6,0.005403,No
stars193tf2z52rp70lyywp23gwu8vux58zv8ffdz8ha,cosmos193tf2z52rp70lyywp23gwu8vux58zv8fa346uv,0,No
stars1q94gz86lx6t2nuevglrxf8q2t0uu5tf4fkzzun,cosmos1q94gz86lx6t2nuevglrxf8q2t0uu5tf4a24lhz,0.779309,No
stars13s25crdv680p9utmzaf7spvw9nep40d7tms2xg,cosmos13s25crdv680p9utmzaf7spvw9nep40d7l88hde,0,No
stars1hpyrjy6sfeym6tfjnxpsnrwa29gcjz3eg7z27p,cosmos1hpyrjy6sfeym6tfjnxpsnrwa29gcjz3euz4h4s,0,No
stars1vdze3gmv39l2va0raug445yymyfv2zsjv9xt52,cosmos1vdze3gmv39l2va0raug445yymyfv2zsjce3klm,0,No
stars103verdnv4pzztty50ua7gs5gj25l2gwud4yz2f,cosmos103verdnv4pzztty50ua7gs5gj25l2gwuefnlpc,7.661732,Yes
stars17gq57ef88jdhf529uel4zxrd0z30nae2d4e2nu,cosmos17gq57ef88jdhf529uel4zxrd0z30nae2efwhcd,0.043416,Yes
stars13rct07gk7udtkk3kr3ayn7wpjuy6w2peqe8u67,cosmos13rct07gk7udtkk3kr3ayn7wpjuy6w2pe59sp30,0,No
stars1kjqa4ew38sne0a4fqv7hv3ue3rtggdz3xnn3dk,cosmos1kjqa4ew38sne0a4fqv7hv3ue3rtggdz3j0yvx8,5.891871,Yes
stars1qveg9nhdc0tt6zeh82lh58gstgxwc4tlx6zjvu,cosmos1qveg9nhdc0tt6zeh82lh58gstgxwc4tljx408d,0,No
stars1fkl4tzf6vdv6rqjusgznl5upads8hwmmllrn66,cosmos1fkl4tzf6vdv6rqjusgznl5upads8hwmmtr5w3t,0.348108,No
stars1je58q0x36j6v3hfqgqewnkmyz72jef3ykjed85,cosmos1je58q0x36j6v3hfqgqewnkmyz72jef3yzwwsv9,0,No
stars1xjq7lhwza5euppxhspmqk60ha9wjs3tx7ka5lm,cosmos1xjq7lhwza5euppxhspmqk60ha9wjs3tx222f52,0,No
stars1uhf8dcpy43kznfu65qentxd3v4nwrnz57u6c5j,cosmos1uhf8dcpy43kznfu65qentxd3v4nwrnz52qd9lr,0,No
stars1lqq7hp3jx4nav426klckj9z5js8u7fuln2chc7,cosmos1lqq7hp3jx4nav426klckj9z5js8u7ful8k02n0,1.877388,Yes
stars13kj5xlfamgn070yv5xvara4sm8aa2y7dltjrk4,cosmos13kj5xlfamgn070yv5xvara4sm8aa2y7dth97ay,0,No
stars1yfgvyv3jxact4l6vkdfs0kdtsfvkd0ch8rd5tl,cosmos1yfgvyv3jxact4l6vkdfs0kdtsfvkd0chnl6fqw,0.370409,Yes
stars13cxu0mkzmt67cgaly2d6hywxlctygs2ls6z2gp,cosmos13cxu0mkzmt67cgaly2d6hywxlctygs2lyx4hrs,5.093109,No
stars1x6vjw5uflcggycgn2gu87a79yzazm7yfz47v3z,cosmos1x6vjw5uflcggycgn2gu87a79yzazm7yfkff36n,0,No
stars1aqx7tava3l4fz4at5kxfphc823vheq20y8t0m6,cosmos1aqx7tava3l4fz4at5kxfphc823vheq20smujst,0,No
stars1ep6lw8v0ws6u4f26387zshhyaqg0e0em52xwqy,cosmos1ep6lw8v0ws6u4f26387zshhyaqg0e0emqk3nt4,0.054408,No
stars1276d7t0xvlarynu5gsmc0n8yfkhrzl33nghafw,cosmos1276d7t0xvlarynu5gsmc0n8yfkhrzl3385qqzl,0,No
stars1gc9vye763t6jf6qq2jmw36qweg5cnv5x7usy3r,cosmos1gc9vye763t6jf6qq2jmw36qweg5cnv5x2q8e6j,0.058646,Yes
stars16ycaqdskxrjzz0f0gsnxp6hlg2djw2sjlmmv2n,cosmos16ycaqdskxrjzz0f0gsnxp6hlg2djw2sjt8v3pz,0.998225,No
stars15lk8gswmrjyj3fkesv5fjgpsw456sauudh6sxa,cosmos15lk8gswmrjyj3fkesv5fjgpsw456sauuetdddv,0.001551,Yes
stars1cth26ncesgmnwsjc3kurp7ftha24p4pq4dcwsz,cosmos1cth26ncesgmnwsjc3kurp7ftha24p4pqp30nmn,0,No
stars1fzllhl4lna4eazs7mkscx6jz4rnr7ahvkgaghd,cosmos1fzllhl4lna4eazs7mkscx6jz4rnr7ahvz524uu,0,No
stars126xfrtkj2q5azmud6r8m9h46sxw4vy5x534prq,cosmos126xfrtkj2q5azmud6r8m9h46sxw4vy5xqdzug3,0.005039,Yes
stars13ml8ncuzcecwq5mxpk2n3lef8pckr588va6kkw,cosmos13ml8ncuzcecwq5mxpk2n3lef8pckr588cpdtal,7.98524,Yes
stars18km2q4dndvukf0pjluq5t2rxyrpje2juqhynlz,cosmos18km2q4dndvukf0pjluq5t2rxyrpje2ju5tnw5n,1.088994,Yes
stars13dysgqft5q2q7a0t0skh4kxe5q4uxpvyzrd3zc,cosmos13dysgqft5q2q7a0t0skh4kxe5q4uxpvykl6vff,8.001194,Yes
stars1pv7plkyzxm0t98gqnmhe5wtd8kht6w8lsgmhy9,cosmos1pv7plkyzxm0t98gqnmhe5wtd8kht6w8ly5v205,0.023207,No
stars1l2txaqe29v6aws8s2x6rpagqnf0ssyq0gmw8zu,cosmos1l2txaqe29v6aws8s2x6rpagqnf0ssyq0u8e6fd,0,No
stars1x5ueh7lrqtqx89d0xnhmw44ysveleystk68m2z,cosmos1x5ueh7lrqtqx89d0xnhmw44ysveleystzxsxpn,2.203929,Yes
stars14wpr80kzdtjsnhnngwhmwwz7ykx2j9mdju8z6q,cosmos14wpr80kzdtjsnhnngwhmwwz7ykx2j9mdxqsl33,0,Yes
stars1ru5ntycjhtaw9ssfs2cqv33wg8pywnw652y489,cosmos1ru5ntycjhtaw9ssfs2cqv33wg8pywnw6qkngv5,0.376048,Yes
stars1dz90gzearja6nnnzf32xexx5cl4g4xvp3g8xss,cosmos1dz90gzearja6nnnzf32xexx5cl4g4xvp95smmp,0,No
stars1eh6zuf745vp7yqk0dcet7fexexaty4xel0sn9k,cosmos1eh6zuf745vp7yqk0dcet7fexexaty4xetn8ww8,0.774792,Yes
stars1h8cdwk5c9t5ntejsy5au5x6jkc4nj7fzgteeja,cosmos1h8cdwk5c9t5ntejsy5au5x6jkc4nj7fzuhwyev,2.875426,Yes
stars13gfcca74xad44wpug33ng0epahjqdepzck5vcv,cosmos13gfcca74xad44wpug33ng0epahjqdepzv2r3na,0.073016,No
stars1w6xp7rdydjt7nhzlk6a7ls0rgy9l3xlqls4acn,cosmos1w6xp7rdydjt7nhzlk6a7ls0rgy9l3xlqtvzqnz,0.008014,Yes
stars1ayy0y3lex3wkhcp7y5y6s439nv3k78eglmkfnv,cosmos1ayy0y3lex3wkhcp7y5y6s439nv3k78egt8p5ca,0,Yes
stars1vfkycm6tlk55tzxuphas3t5c99m4tykpguk7xv,cosmos1vfkycm6tlk55tzxuphas3t5c99m4tykpuqprda,0.024754,No
stars16v3f9t68e78jcqn7lyuaqm5ssep56eutm54s6j,cosmos16v3f9t68e78jcqn7lyuaqm5ssep56eut0gzd3r,0.01412,Yes
stars1shwck77lgnle66sg9satc0r0vwu5avs6exc9e4,cosmos1shwck77lgnle66sg9satc0r0vwu5avs6d60cjy,0.000148,Yes
stars1cs0ysv4l5rk6h3tayrza4x9lphk8dpjv87xce8,cosmos1cs0ysv4l5rk6h3tayrza4x9lphk8dpjvnz39jk,2.225525,Yes
stars1agt5sp579j3zfnarx9zgtjzetzjuhph3quk4xq,cosmos1agt5sp579j3zfnarx9zgtjzetzjuhph35qpgd3,0.054403,No
stars1qq7u8dl292ujzmsm59zglme2wx7vxhvy92uszp,cosmos1qq7u8dl292ujzmsm59zglme2wx7vxhvy3ktdfs,0.637934,Yes
stars1e3y2en66vxqj5lxs4k0tsl034kvcxjhrrrewg6,cosmos1e3y2en66vxqj5lxs4k0tsl034kvcxjhrhlwnrt,0.234078,Yes
stars1805yrkfuhhhg52qq7euuvsw8gx56dcctjvn5h7,cosmos1805yrkfuhhhg52qq7euuvsw8gx56dcctxsyfu0,0.031963,No
stars1xljnp7munncx8x0f5r86md0exagw456lm6qhjq,cosmos1xljnp7munncx8x0f5r86md0exagw456l0xh2e3,0.641157,Yes
stars1ez7qp9l6h45aesg8hcupzhndu4guxyh49zkxkn,cosmos1ez7qp9l6h45aesg8hcupzhndu4guxyh437pmaz,0,Yes
stars1egdrqseqdhzk67ssfc7y7d72ka00w5g4pp5dmd,cosmos1egdrqseqdhzk67ssfc7y7d72ka00w5g44arssu,0.200367,No
stars1ceupptp4vwwllgar6j6whntwz7kyg7u5lwnk7p,cosmos1ceupptp4vwwllgar6j6whntwz7kyg7u5tjyt4s,19.81102,Yes
stars1jq3rknpvfmgedsynq4dad8akfmvcsyw8g38kde,cosmos1jq3rknpvfmgedsynq4dad8akfmvcsyw8udstxg,0.572314,No
stars1dajav6q74v8ksgz3kq5fjk62vpdchznf334mtg,cosmos1dajav6q74v8ksgz3kq5fjk62vpdchznf9dzxqe,0.029048,Yes
stars1cqraacgm9aj7sxqzev7q0ek9rcm4g579gqh5fw,cosmos1cqraacgm9aj7sxqzev7q0ek9rcm4g579uuqfzl,109.234754,Yes
stars1ftjaxcucpp4hk3f3xpx0pl0g3l4ft2tymgy8l4,cosmos1ftjaxcucpp4hk3f3xpx0pl0g3l4ft2ty05n65y,0,No
stars13nvx0q43txpznl8sykcpl895qcs9w4cynl5zxn,cosmos13nvx0q43txpznl8sykcpl895qcs9w4cy8rrldz,0,Yes
stars1f9v2zr08heg520zyq5luklats2rxx4ta0yeug2,cosmos1f9v2zr08heg520zyq5luklats2rxx4tamcwprm,1.772335,Yes
stars1k5dwx37dj2fyk7lg72aspdy9x0tyxzyn9uu44m,cosmos1k5dwx37dj2fyk7lg72aspdy9x0tyxzyn3qtg72,61.457399,Yes
stars13gkacfd4wzymyt4kf8dg7qteqwrl0jn3gc5w5l,cosmos13gkacfd4wzymyt4kf8dg7qteqwrl0jn3uyrnlw,0.092982,Yes
stars1kd6slqrsexp0ava55jrnyndlldrg8wqutaw0w5,cosmos1kd6slqrsexp0ava55jrnyndlldrg8wqulpej99,0.101207,No
stars1kc7g8v84u9hpmrp7kwdp7y6xle5k7dcqlt4e5v,cosmos1kc7g8v84u9hpmrp7kwdp7y6xle5k7dcqthzyla,0,No
stars1683juet6l9tcc6eyw276cmsqvd0lq54dze5gyq,cosmos1683juet6l9tcc6eyw276cmsqvd0lq54dk9r403,0.129136,No
stars1qczxxttawe5evzwduf8ap43k2d60rkh700ngvj,cosmos1qczxxttawe5evzwduf8ap43k2d60rkh7mny48r,0,No
stars1nze05d3wg5ys8adneyn2qup2g0jgx9d9fzc5pj,cosmos1nze05d3wg5ys8adneyn2qup2g0jgx9d9a70f2r,0.031645,Yes
stars1me7t9rtm73vqe6gunzss7s0asw7wlyc4kxtqtk,cosmos1me7t9rtm73vqe6gunzss7s0asw7wlyc4z6uaq8,0.007316,Yes
stars1fuvcqj8uw8mkysptlfgjjshvn60jvmhr5s7stf,cosmos1fuvcqj8uw8mkysptlfgjjshvn60jvmhrqvfdqc,0.298859,Yes
stars1gh99r9rquy4ryhw25mwr5lz8thytkj9an83dg3,cosmos1gh99r9rquy4ryhw25mwr5lz8thytkj9a8mxsrq,0.384959,Yes
stars1quv00c7fu7mgx7h08dftx78ldj50uvzgjksh77,cosmos1quv00c7fu7mgx7h08dftx78ldj50uvzgx28240,3.30967,Yes
stars1exjyxs8377ckm7grvlk0hwqv84rl8zcflxdc3l,cosmos1exjyxs8377ckm7grvlk0hwqv84rl8zcft6696w,2.146785,Yes
stars1q2dzff4080cmu2tm8l3wdcru4ch489nlzcnzs6,cosmos1q2dzff4080cmu2tm8l3wdcru4ch489nlkyylmt,0,No
stars1qdf3lj779g2dxklex5xenuy537j6q569hsl759,cosmos1qdf3lj779g2dxklex5xenuy537j6q569rvgrl5,0,No
stars1xunx5vfcad2gvl28ny5208pmzlhvtwxdrjhsru,cosmos1xunx5vfcad2gvl28ny5208pmzlhvtwxdhwqdgd,0,Yes
stars1zy8h876v28xpjjrzaepgyczx844ml83kdczjzh,cosmos1zy8h876v28xpjjrzaepgyczx844ml83key40fx,0.049769,No
stars16txt8c26c64nedhp9x8vlqgqp85kgmt203kcvg9p38aqhhdcwugqp0rx92,cosmos16txt8c26c64nedhp9x8vlqgqp85kgmt203kcvg9p38aqhhdcwugqhg8p2j,0,No
stars12xxg7zzxkdye6yg7qgqnddter5lxptz83lym9r,cosmos12xxg7zzxkdye6yg7qgqnddter5lxptz89rnxwj,0,No
stars10ctf2y7r9vtu5rv428lzv906wlszr9ekkpyp9s,cosmos10ctf2y7r9vtu5rv428lzv906wlszr9ekzanuwp,1.812114,Yes
stars1ap6adasc8tlumd9a2kwvaprf0x6wf4s6sj5f6a,cosmos1ap6adasc8tlumd9a2kwvaprf0x6wf4s6ywr53v,1.609298,No
stars1f26373ydv40m3qz26ze0rr8mwcj8873kdmkerp,cosmos1f26373ydv40m3qz26ze0rr8mwcj8873ke8pygs,2.727318,Yes
stars1gytrp04zf9x9h7t0mwjhvsgrxm5rzumrx7yhq2,cosmos1gytrp04zf9x9h7t0mwjhvsgrxm5rzumrjzn2tm,0,No
stars1fpj9l64aqwr2nez07e2aw57rp5pytnukxz9md5,cosmos1fpj9l64aqwr2nez07e2aw57rp5pytnukj7jxx9,0.089241,Yes
stars1vf68rkgk502k4ja6l2mq9t8pcdrp5qpz0r6t9m,cosmos1vf68rkgk502k4ja6l2mq9t8pcdrp5qpzmldkw2,0.079963,Yes
stars10935e29j9kcdjgt5vg4kf80z6lkchwx492nhhs,cosmos10935e29j9kcdjgt5vg4kf80z6lkchwx43ky2up,0.041079,Yes
stars17uf0s6xs4qp6zfghnat2mqq7phrkmzg22rpur0,cosmos17uf0s6xs4qp6zfghnat2mqq7phrkmzg27lkpg7,0,No
stars1mnxufktfruhh6lvxrwc0wyejrcxjecp5zet0a2czykp0mazxma8q395mtc,cosmos1mnxufktfruhh6lvxrwc0wyejrcxjecp5zet0a2czykp0mazxma8q8zsuyq,0,No
stars1yrqfa26q24yznshf36t29j2kf837d0anuqltyr,cosmos1yrqfa26q24yznshf36t29j2kf837d0angugk0j,0,No
stars1mkk7xd9tll96rt2j8e8tamggu5agzwq7jrewux,cosmos1mkk7xd9tll96rt2j8e8tamggu5agzwq7xlwnhh,0.073546,Yes
stars1dqsmw3sryd4f8ty8sl455ym6usznmdvlryggtz,cosmos1dqsmw3sryd4f8ty8sl455ym6usznmdvlhcl4qn,0.049407,No
stars1clhv0yaq7fqxp5dgrvd72r578jrs532v9sgwcx,cosmos1clhv0yaq7fqxp5dgrvd72r578jrs532v3vlnnh,0.01595,No
stars1a0xtdl9d6vc0qdl0uhn9ee8vahzyq7xa23ydvk,cosmos1a0xtdl9d6vc0qdl0uhn9ee8vahzyq7xa7dns88,0,No
stars1p5xvfl8hu56046sc9s2yghzysnr6vxnv4v3cgr,cosmos1p5xvfl8hu56046sc9s2yghzysnr6vxnvpsx9rj,0.154751,Yes
stars1j7s03eywd9tjgpaq5v8cqdmjqgdh0k5j82z8ek,cosmos1j7s03eywd9tjgpaq5v8cqdmjqgdh0k5jnk46j8,0,No
stars1dms3use35tmuqgk93vsxn6duvydel2njv68d6c,cosmos1dms3use35tmuqgk93vsxn6duvydel2njcxss3f,0.005071,No
stars1g5tn2xq4m0ch0c7nxdr4usf08aqfnu2ulpf85j,cosmos1g5tn2xq4m0ch0c7nxdr4usf08aqfnu2uta76lr,0.113238,Yes
stars1xde0vul0ccp0yjgfpv0ux0y062havz969p4p2f,cosmos1xde0vul0ccp0yjgfpv0ux0y062havz963azupc,0,No
stars1xu8je5pr6vm657q70fc3rj6yrpmrkuweszxhsg,cosmos1xu8je5pr6vm657q70fc3rj6yrpmrkuwey732me,0,No
stars1azes8zlagztlwps95mplm39vwpld08d45ejsww,cosmos1azes8zlagztlwps95mplm39vwpld08d4q99d9l,0.061479,No
stars1qc2w6uyypst0vmhxkyj6m5s70kslqle7daz43t,cosmos1qc2w6uyypst0vmhxkyj6m5s70kslqle7ep4g66,0,No
stars16gv8q27zjwdnll9m99z7sa78hgre888vr49suz,cosmos16gv8q27zjwdnll9m99z7sa78hgre888vhfjdhn,0.000096,Yes
stars1s32nluflm3yh7rfmv2j34nwddw6wtn48kk6x5u,cosmos1s32nluflm3yh7rfmv2j34nwddw6wtn48z2dmld,0,No
stars1du9fl9v9tkh7l5tgmkweavs20rv0dwvc85vxn6,cosmos1du9fl9v9tkh7l5tgmkweavs20rv0dwvcngmmct,0,No
stars1z64amnsgslu3aqtqs8a37x0e7qt2tuc3kthfdx,cosmos1z64amnsgslu3aqtqs8a37x0e7qt2tuc3zhq5xh,19.899795,Yes
stars1xgxx0k47kzp349yw7hd33l35juzct66z5ghktc,cosmos1xgxx0k47kzp349yw7hd33l35juzct66zq5qtqf,0.065411,Yes
stars1chlpr5rzmk99ctx082ekeh4zscvjjeca0pm0e5,cosmos1chlpr5rzmk99ctx082ekeh4zscvjjecamavjj9,0.248241,Yes
stars1xxzc8awwllqq4waxtej8u8vlyr89lmuyyyjg84,cosmos1xxzc8awwllqq4waxtej8u8vlyr89lmuysc94vy,0.097894,Yes
stars16tfjyefrgekf0l8zzccjy2c72nh2mscjkhvmm4,cosmos16tfjyefrgekf0l8zzccjy2c72nh2mscjztmxsy,0.175772,Yes
stars1yhfq4vg6dpqrnlmsn4lswre4h82lks4zz46n3z,cosmos1yhfq4vg6dpqrnlmsn4lswre4h82lks4zkfdw6n,30.194921,No
stars1yr3ql5g49ffqz4pme5949wv8kw5zetnxc65kwf,cosmos1yr3ql5g49ffqz4pme5949wv8kw5zetnxvxrt9c,0.585241,Yes
stars1rsz009hwhcq35du5tes7qs2zklnmf2cmdgh2af,cosmos1rsz009hwhcq35du5tes7qs2zklnmf2cme5qhkc,1.427029,Yes
stars1g8nha38qqe3nwrtf3l98js4eec5fhcx79nqf0s,cosmos1g8nha38qqe3nwrtf3l98js4eec5fhcx730h5yp,0.00804,No
stars1kr67q8kjzpp7wkg5nnltpe0g0gvlhgdhq3ef46,cosmos1kr67q8kjzpp7wkg5nnltpe0g0gvlhgdh5dw57t,0.026683,Yes
stars1jh5qqjq98aqw7m4krswpkwjgcmf6ydv5z3k4ht,cosmos1jh5qqjq98aqw7m4krswpkwjgcmf6ydv5kdpgu6,0,No
stars1d6th7dkgw5mey63m8xse7axgkf9p9h8c79vt9d,cosmos1d6th7dkgw5mey63m8xse7axgkf9p9h8c2emkwu,0.875048,Yes
stars1hmqf5d6z53akxurv4r2e5cu0f0mfzefsnkmska,cosmos1hmqf5d6z53akxurv4r2e5cu0f0mfzefs82vdav,9.623156,Yes
stars1ax6hvd6mhtfy0wvewrude6zfchdcfzzkxn2v7l,cosmos1ax6hvd6mhtfy0wvewrude6zfchdcfzzkj0a34w,0,No
stars1zeu4qwfsgkz5zhuawyy3xuy4f673dmrkhc3g9v,cosmos1zeu4qwfsgkz5zhuawyy3xuy4f673dmrkryx4wa,0.002442,No
stars1symvw2n546mkmupd2n2a52tlg5tf4hpk7wc9mn,cosmos1symvw2n546mkmupd2n2a52tlg5tf4hpk2j0csz,2.245688,Yes
stars1hv49pxz3q8tj5ujtyg5w2e8gs7ugs7jgx05nee,cosmos1hv49pxz3q8tj5ujtyg5w2e8gs7ugs7jgjnrwjg,0.038341,No
stars1sqvsm7zza837t35qnw5v756su8eum6y7ayjuav,cosmos1sqvsm7zza837t35qnw5v756su8eum6y7fc9pka,3.608706,No
stars157dm0ngf5dpkqn0jy7f6rvekutfspl37jtva0r,cosmos157dm0ngf5dpkqn0jy7f6rvekutfspl37xhmqyj,0,No
stars1avg97tn64x3d4yskl24kn74vv628qcjyetreed,cosmos1avg97tn64x3d4yskl24kn74vv628qcjydh5yju,0,No
stars1j6ang4lwm2vc8ttzgl94085achar7exfmdacx8,cosmos1j6ang4lwm2vc8ttzgl94085achar7exf0329dk,0.025342,No
stars15djrgq3e8esszt5eavhds98zlnp4cug26cf7l9,cosmos15djrgq3e8esszt5eavhds98zlnp4cug2wy7r55,0.041972,No
