StargazeAddress,CosmosAddress,Balance,IsStaking
stars1j9tmp7sqmw6up48m6gvhjh6uqt3ggmf2wqzrlw,cosmos1j9tmp7sqmw6up48m6gvhjh6uqt3ggmf26u475l,0.009906,No
stars1fgrz6t7dm8aj7lc4nkk8ezpuc3pxsv2uqlgqkn,cosmos1fgrz6t7dm8aj7lc4nkk8ezpuc3pxsv2u5rlaaz,0,No
stars120ye4dzs4ljel90wehe7u9xddtky0scfta8sj4,cosmos120ye4dzs4ljel90wehe7u9xddtky0scflpsdey,0.011882,No
stars1gevw3t2n7ffy9ddhel2600skw6e8fcta7567dk,cosmos1gevw3t2n7ffy9ddhel2600skw6e8fcta2gdrx8,0,No
stars1l5x5tzg9v723nurtvkppst9e0q3lmkncl65mar,cosmos1l5x5tzg9v723nurtvkppst9e0q3lmknctxrxkj,5.992732,Yes
stars18z5z9h7x3us79h034wpxxnru62m44rjacep2ah,cosmos18z5z9h7x3us79h034wpxxnru62m44rjav9khkx,0.001583,No
stars1r7jrgtm3x5yau585dc5uhlq86vzrjua75zxqmz,cosmos1r7jrgtm3x5yau585dc5uhlq86vzrjua7q73asn,0.136245,Yes
stars13cjr23dwfey0aldmxlwhjcuyryhpy3zk665wxt5d9p3tpnflj27qdrh783,cosmos13cjr23dwfey0aldmxlwhjcuyryhpy3zk665wxt5d9p3tpnflj27qmynegf,0,No
stars1jnshptet6chflna8aha2rk90230lylstdwcfgn,cosmos1jnshptet6chflna8aha2rk90230lylstej05rz,87.333682,Yes
stars17d575ejsengeew4ktkq9lapeclt2u3zgcqsg0q,cosmos17d575ejsengeew4ktkq9lapeclt2u3zgvu84y3,0,No
stars1ljd6d8quzfn4zev99unxnz5x89frev3vtgy59c,cosmos1ljd6d8quzfn4zev99unxnz5x89frev3vl5nfwf,0.017821,Yes
stars12xskyls96x5zcjfpy0ysgfpfgujaua7h8dkxx0,cosmos12xskyls96x5zcjfpy0ysgfpfgujaua7hn3pmd7,8.94821,Yes
stars1zhzz6m39ua8lmfrhg7hzq30ngmmwjeeruny55j,cosmos1zhzz6m39ua8lmfrhg7hzq30ngmmwjeerg0nflr,0.654482,Yes
stars13qq66afx3nsem0t0nje3mtu9dgtd7qrxvmldpk,cosmos13qq66afx3nsem0t0nje3mtu9dgtd7qrxc8gs28,0,No
stars1ev6skugnl2lgsj3ts6y8j4563j7qs4vtlvgqgfcwqum840xzu7tqythx58,cosmos1ev6skugnl2lgsj3ts6y8j4563j7qs4vtlvgqgfcwqum840xzu7tqjvnpml,0.010805,No
stars1taq8gdrnv7wawyprj39lml9v0hw0swvvemmcth,cosmos1taq8gdrnv7wawyprj39lml9v0hw0swvvd8v9qx,0.002026,No
stars1et9km7ayjskg7teq437rft8zu3s45gs8n8ga6c,cosmos1et9km7ayjskg7teq437rft8zu3s45gs88mlq3f,0.005481,Yes
stars1lmfvvsltmghkkzjza2eke0cnzpgp0nw2rs5m0y,cosmos1lmfvvsltmghkkzjza2eke0cnzpgp0nw2hvrxy4,0.740635,Yes
stars1s057f4jqpkenh2xdgu89dcxns54x03wvaxdwum,cosmos1s057f4jqpkenh2xdgu89dcxns54x03wvf66nh2,0,No
stars10cvpkqcuky8aelju3c7k6faqsxsv9ymwuc6vaf,cosmos10cvpkqcuky8aelju3c7k6faqsxsv9ymwgyd3kc,0,No
stars1secpmv4xu4c206kx0tw33a86qgls25haftgakv,cosmos1secpmv4xu4c206kx0tw33a86qgls25haahlqaa,0,No
stars1g8p7jmq7gxmwvnazq2d40ygkqesu5denxpy622,cosmos1g8p7jmq7gxmwvnazq2d40ygkqesu5denjan8pm,0.012134,Yes
stars14g89jqm5muw6qapnpn2qreqfl9t5yehnw89tf3,cosmos14g89jqm5muw6qapnpn2qreqfl9t5yehn6mjkzq,0.029987,No
stars1najsup5zyatfjskfzg6kvfhplepngsd3cgnmzz,cosmos1najsup5zyatfjskfzg6kvfhplepngsd3v5yxfn,0,No
stars1l72ayh6xpge306s6jwr6l5dflrj35kfkq3ddys,cosmos1l72ayh6xpge306s6jwr6l5dflrj35kfk5d6s0p,0.678093,Yes
stars1qszltlwumsrxsntzl2gfdakzmncw5edkexz8vh,cosmos1qszltlwumsrxsntzl2gfdakzmncw5edkd6468x,0.065902,No
stars1kfkhtthgf5pwcqrws042ddtvzgdq6ssr3nkd0z,cosmos1kfkhtthgf5pwcqrws042ddtvzgdq6ssr90psyn,0,No
stars1vvzmdkux72kyqzvt4jlrzpf4l4j5faz5d8aacp,cosmos1vvzmdkux72kyqzvt4jlrzpf4l4j5faz5em2qns,6.361811,Yes
stars1dznmdhxetthsf2k8ecajjspmh3d8cms4hxvpxe,cosmos1dznmdhxetthsf2k8ecajjspmh3d8cms4r6mudg,0,No
stars1pq4hwzp8eu5uawchafmj5ny73razvjpu555zvz,cosmos1pq4hwzp8eu5uawchafmj5ny73razvjpuqgrl8n,0.235525,Yes
stars1n80uafaqnqnju4j3la4vmdq5dy4fw9ny07u689,cosmos1n80uafaqnqnju4j3la4vmdq5dy4fw9nymzt8v5,5.110301,Yes
stars10c70vs5g9fjc84ncmqdhsajaaf2fwnrcqf04z0,cosmos10c70vs5g9fjc84ncmqdhsajaaf2fwnrc54cgf7,0.488844,Yes
stars10d0s3tgk455wwyuuzsf37xw7weg2zjrp332v65,cosmos10d0s3tgk455wwyuuzsf37xw7weg2zjrp9da339,0.088303,No
stars1ecd0cn475y3yqrreg5zk9p62k620dc35uy3g75,cosmos1ecd0cn475y3yqrreg5zk9p62k620dc35gcx449,0.001804,No
stars1825tjn0kjas268nc4pnqyw2qtlkeaejrwh6adv,cosmos1825tjn0kjas268nc4pnqyw2qtlkeaejr6tdqxa,0.020245,No
stars1m3yl67vexemvlkwfshy9szyv9ppkz96z40rf0g,cosmos1m3yl67vexemvlkwfshy9szyv9ppkz96zpn55ye,1.143494,Yes
stars1kkum5wpdmvh9d7vuedsz86pwmz2n9sdz35kn4u,cosmos1kkum5wpdmvh9d7vuedsz86pwmz2n9sdz9gpw7d,0.191863,No
stars1ksp9ytyyuenddee0k78pgzkk28mdhr5nd7ulpu,cosmos1ksp9ytyyuenddee0k78pgzkk28mdhr5neztz2d,31.770732,Yes
stars1qm2995f7d8d93uqlht5z36nl03v4j5wv40yhmt,cosmos1qm2995f7d8d93uqlht5z36nl03v4j5wvpnn2s6,0.093979,Yes
stars1xxh44ra7d60tf35xw8dvadzgcgqty0h55v7djl,cosmos1xxh44ra7d60tf35xw8dvadzgcgqty0h5qsfsew,2.144164,Yes
stars190hsalutphthvsh0fxje9zpkpctq3z20yd9zgn43jk3tad8u6sxscux20e,cosmos190hsalutphthvsh0fxje9zpkpctq3z20yd9zgn43jk3tad8u6sxswmzdqp,0,No
stars1fkuqhrc6pwulf3zlu6w5vcjxs5h9tdkrmzz3mh,cosmos1fkuqhrc6pwulf3zlu6w5vcjxs5h9tdkr074vsx,0.123059,Yes
stars1hk24j2shg69geq628pdrg4ckptcacjleffq9zp,cosmos1hk24j2shg69geq628pdrg4ckptcacjlea4hcfs,0,No
stars16yzdh5zp3fm6lkrc5uv59624fv9x4zr0vpq08a,cosmos16yzdh5zp3fm6lkrc5uv59624fv9x4zr0cahjvv,0,Yes
stars1uaq57q70pxu4vmn0jzsnmcr7pkazaecyes89gz,cosmos1uaq57q70pxu4vmn0jzsnmcr7pkazaecydvscrn,92.364797,Yes
stars104ymsc3az8nswr92jzghh8yjqzuud32lafcwnf,cosmos104ymsc3az8nswr92jzghh8yjqzuud32lf40ncc,0,No
stars1xkqury22wjyhkj62ckcqqqjmqnda2rrprn4xy3,cosmos1xkqury22wjyhkj62ckcqqqjmqnda2rrph0zm0q,0.003647,No
stars162svh3fksha7s8tfvkkvcgftlg3qrp9w0dnasp,cosmos162svh3fksha7s8tfvkkvcgftlg3qrp9wm3yqms,0,No
stars1255kd9glzk68ltavvya72m9fz03wte5p83mrqy,cosmos1255kd9glzk68ltavvya72m9fz03wte5pndv7t4,2.067053,Yes
stars1vqcr03y5dghu6q9ukk3jsjwpuyrynfgygung84,cosmos1vqcr03y5dghu6q9ukk3jsjwpuyrynfgyuqy4vy,0.000544,No
stars193f29pj2n8zypqxnqryepakue5s0s4h3dd9p4r,cosmos193f29pj2n8zypqxnqryepakue5s0s4h3e3ju7j,0.009415,Yes
stars1frg94cuwjn4llrdecyl6aryyhe8n6kt4cchqg9,cosmos1frg94cuwjn4llrdecyl6aryyhe8n6kt4vyqar5,0.000147,No
stars1pfd23rcs2kc7jte8xxuhz3pzhgcwgwjpr8txyy,cosmos1pfd23rcs2kc7jte8xxuhz3pzhgcwgwjphmum04,0.078889,No
stars16f6r54c584f37q42grm97uktnv9mtzs7wxhdz0,cosmos16f6r54c584f37q42grm97uktnv9mtzs766qsf7,0,No
stars15znl42w4ttnf68mm3gd33rg0mzrtscvq4ry32p,cosmos15znl42w4ttnf68mm3gd33rg0mzrtscvqplnvps,0.009972,Yes
stars1fawp9pffkvfwr8nyfmfw7aaln2rqk5ygm4af70,cosmos1fawp9pffkvfwr8nyfmfw7aaln2rqk5yg0f2547,0,No
stars159n5w6gcz4vj9ntg5zqumyek52e2x4gum60khe,cosmos159n5w6gcz4vj9ntg5zqumyek52e2x4gu0xctug,0,No
stars1jxu588r8xp8fhela38gky02gm2s4f2g29mr2hg,cosmos1jxu588r8xp8fhela38gky02gm2s4f2g2385hue,0,No
stars1jw4rllhz2j7qqgm3jkdw9gep7ntufxva8jk4mr,cosmos1jw4rllhz2j7qqgm3jkdw9gep7ntufxvanwpgsj,0.000118,No
stars1hyavn9mpcv2g2tkhku0nqxa9krt548l8h3sv5y,cosmos1hyavn9mpcv2g2tkhku0nqxa9krt548l8rd83l4,0.406855,Yes
stars1rxv463geh70wzpfxt37dz9d47z7ljw24x8wtkc,cosmos1rxv463geh70wzpfxt37dz9d47z7ljw24jmekaf,0,No
stars15vhalwk5m77uql6h664xckrzak5g6rkryrtdz9,cosmos15vhalwk5m77uql6h664xckrzak5g6rkrslusf5,1.328141,Yes
stars1ma80adj0m3596z9yhua6jkk7t5sjpen20q986q,cosmos1ma80adj0m3596z9yhua6jkk7t5sjpen2muj633,0.253173,No
stars1c2sxs95sn4fszap4874qcuwvewjxs4gfjurzuq,cosmos1c2sxs95sn4fszap4874qcuwvewjxs4gfxq5lh3,0.086503,Yes
stars1tlwqprz25j0du3z44xsy3m7yzq63z0qhwhxddj,cosmos1tlwqprz25j0du3z44xsy3m7yzq63z0qh6t3sxr,0.000003,No
stars14exvl768pree88sthmp9cp3za7z2cha24m9gs9,cosmos14exvl768pree88sthmp9cp3za7z2cha2p8j4m5,0.002964,No
stars1yrhvlxwtpa8pd4fzz35rl2z5ws2gqr6sjrfgr9,cosmos1yrhvlxwtpa8pd4fzz35rl2z5ws2gqr6sxl74g5,0.023931,No
stars1kwksnys3cnjqp6lt88ef2ay46jl5jaufldl9y3,cosmos1kwksnys3cnjqp6lt88ef2ay46jl5jauft3gc0q,0.002518,No
stars1hm54e26gk492zntphcatepneu6dt2t8avmhean,cosmos1hm54e26gk492zntphcatepneu6dt2t8ac8qykz,0.383258,No
stars17hnlaav8d2reekqtn7vfrhfhskejvnq8n2fkdf,cosmos17hnlaav8d2reekqtn7vfrhfhskejvnq88k7txc,0.012963,No
stars1euzpv4n74ytfpqhhs4wajmt38e39pj2nxn5ykv2nh0wyz6avxwnqqh97dv,cosmos1euzpv4n74ytfpqhhs4wajmt38e39pj2nxn5ykv2nh0wyz6avxwnqkspez5,0,No
stars1zsq8w5fwsn0l5azk6xaglxsphfrpayjtqxlt5t,cosmos1zsq8w5fwsn0l5azk6xaglxsphfrpayjt56gkl6,1.173,Yes
stars1kn76yx3rjkc00rnnjceummndq4mdxyc6ucyxmu,cosmos1kn76yx3rjkc00rnnjceummndq4mdxyc6gynmsd,0,Yes
stars1dyp5p03cyhf86hhz24q2vph99qkux0l76uhtg5,cosmos1dyp5p03cyhf86hhz24q2vph99qkux0l7wqqkr9,0,No
stars1rddmesqfsukgzfh02qkct5c5ke0aulk9v5a80t,cosmos1rddmesqfsukgzfh02qkct5c5ke0aulk9cg26y6,0,No
stars1gjpkdlve6j4glhq4csrzeux4azltqejzej6qh6,cosmos1gjpkdlve6j4glhq4csrzeux4azltqejzdwdaut,0.105091,Yes
stars1nf5f04rk9t56pzdwve6rhe5gvneq6gvkdvn5th,cosmos1nf5f04rk9t56pzdwve6rhe5gvneq6gvkesyfqx,0.18966,Yes
stars1l2r20fh98shncew80cv3rne83kf4997g24jpqq,cosmos1l2r20fh98shncew80cv3rne83kf4997g7f9ut3,0.010386,No
stars16kx7z3s7axcsw8vyjdep09ffzujteulcnf85gr,cosmos16kx7z3s7axcsw8vyjdep09ffzujteulc84sfrj,0.339887,Yes
stars1kdl7nggj99pupnvhfe3xvzy47280yclvqje80v,cosmos1kdl7nggj99pupnvhfe3xvzy47280yclv5ww6ya,0.216899,Yes
stars1ehpy8lujjwp0u73p6xqa867l6h5z665esjhggy,cosmos1ehpy8lujjwp0u73p6xqa867l6h5z665eywq4r4,0,Yes
stars1fknktw9ycf5etkp75ux4kkdj83dnzp3qlzha3x,cosmos1fknktw9ycf5etkp75ux4kkdj83dnzp3qt7qq6h,30.262049,Yes
stars1r46a5sx66yeenvy9areu5hqty8ftp2tu9sqewq,cosmos1r46a5sx66yeenvy9areu5hqty8ftp2tu3vhy93,10.367715,Yes
stars1vhutjuta29z78hkmft7mdruu5f997msf36elqn,cosmos1vhutjuta29z78hkmft7mdruu5f997msf9xwztz,2.452143,Yes
stars1k4lw90wq8pp60ry2qqhx3mkt8m03hem9qwfhst,cosmos1k4lw90wq8pp60ry2qqhx3mkt8m03hem95j72m6,0.296919,Yes
stars10evw8kmwmnt7tgvgccq7txmxqgeplgu75rzwss,cosmos10evw8kmwmnt7tgvgccq7txmxqgeplgu7ql4nmp,0,No
stars1ywcw5jtrk32zshwl4pcxwuhpunckka6eecfd2t,cosmos1ywcw5jtrk32zshwl4pcxwuhpunckka6edy7sp6,0,No
stars14tdg37jf4x0vkdwjszs5npd0gxndew5m4d9wph,cosmos14tdg37jf4x0vkdwjszs5npd0gxndew5mp3jn2x,0.217942,Yes
stars1kkdgejgnpk2ap2l4efpunc33s8q7zga37xmdnm,cosmos1kkdgejgnpk2ap2l4efpunc33s8q7zga326vsc2,0,No
stars12fjv4krxcea5zukmrddgzcu63yhx9hgpj42zse,cosmos12fjv4krxcea5zukmrddgzcu63yhx9hgpxfalmg,0.311183,Yes
stars1p89fj3qgl50w066r0rz0zyfn2msgh85rmlp4jc,cosmos1p89fj3qgl50w066r0rz0zyfn2msgh85r0rkgef,0,No
stars1qzdaav8ezcp3ugxz7wwzqzg5xlfxvgy9ky6x2c,cosmos1qzdaav8ezcp3ugxz7wwzqzg5xlfxvgy9zcdmpf,0.097715,Yes
stars1ncf489z90cam5gl3jgau4w59adwscp3mv9e5d5,cosmos1ncf489z90cam5gl3jgau4w59adwscp3mcewfx9,0,No
stars1tx5z3l7u88h0k0sspp6uckcvwdt9klkmspas2a,cosmos1tx5z3l7u88h0k0sspp6uckcvwdt9klkmya2dpv,0,No
stars1vurpksphqraat4cxs72p6m7vekg4e0ujd9kgx6,cosmos1vurpksphqraat4cxs72p6m7vekg4e0ujeep4dt,0.32756,Yes
stars1rk57hh3nsnqre55h44q2zn76f57q39gewxvn0q,cosmos1rk57hh3nsnqre55h44q2zn76f57q39ge66mwy3,0.15418,Yes
stars1dyyqe6976ah7yef8caeefd66j36l2khuj59x5p,cosmos1dyyqe6976ah7yef8caeefd66j36l2khuxgjmls,0.011422,No
stars1uq6r0wajgf82pakvvff226jf6a474mr47ywnu9,cosmos1uq6r0wajgf82pakvvff226jf6a474mr42cewh5,0.01622,No
stars15vk4qqn2ce3zrqhx5yss08z32kkx5lzved0j23,cosmos15vk4qqn2ce3zrqhx5yss08z32kkx5lzvd3c0pq,1.849734,Yes
stars1armps0wn5ryzwwca7p3z73dk4d7vwmvtqzz055,cosmos1armps0wn5ryzwwca7p3z73dk4d7vwmvt574jl9,0.007734,Yes
stars10hpjn696zqttksvath6dnnw96yek3arfk8s7s8,cosmos10hpjn696zqttksvath6dnnw96yek3arfzm8rmk,0,No
stars1ur65k6ew630j8qkcsh2pmcvla92p608v585xk2,cosmos1ur65k6ew630j8qkcsh2pmcvla92p608vqmrmam,0,No
stars1gmc3y8scyx9nemnuk8tj0678mn4w5l78dj4d35,cosmos1gmc3y8scyx9nemnuk8tj0678mn4w5l78ewzs69,374.605812,Yes
stars18etullhsrr7z4fh62ra0xanypw6hdy470602n4,cosmos18etullhsrr7z4fh62ra0xanypw6hdy47mxchcy,0,No
stars1xvunup2m747gu6yr5qpmpehal5tr654cc0t43r,cosmos1xvunup2m747gu6yr5qpmpehal5tr654cvnug6j,0.010336,Yes
stars1u62ksu6vl4nke79hzvgv78jm4vav783z4t8f8c,cosmos1u62ksu6vl4nke79hzvgv78jm4vav783zphs5vf,0.250448,Yes
stars10dv5h692pzdjf0z3zel2hant5axqhcjuu0pn6f,cosmos10dv5h692pzdjf0z3zel2hant5axqhcjugnkw3c,0.006491,Yes
stars1dk8eux696d0x7gs4jhhzd62ktqy93393678hjp,cosmos1dk8eux696d0x7gs4jhhzd62ktqy93393wzs2es,0.22442,Yes
stars1pgg64deqknuqd5hqpzha8clgkm3puv7gapplzf,cosmos1pgg64deqknuqd5hqpzha8clgkm3puv7gfakzfc,0,No
stars1rerw0v6u8d9pn9a3ruf5l680nw8m6365ypdacu,cosmos1rerw0v6u8d9pn9a3ruf5l680nw8m6365sa6qnd,0.986486,Yes
stars1mx26py964dy0rraylx9pz2wu3p7lv9j5azw032,cosmos1mx26py964dy0rraylx9pz2wu3p7lv9j5f7ej6m,0.10068,Yes
stars1ndn9kq60eheh2g5wjwjfkq5ce7qmlzrkqazr5n7vugyktu339rtq6majfu,cosmos1ndn9kq60eheh2g5wjwjfkq5ce7qmlzrkqazr5n7vugyktu339rtqvue4xy,0,No
stars1fezswfc7nkdx0tql3v9mtyalrztvw3cedh7506,cosmos1fezswfc7nkdx0tql3v9mtyalrztvw3ceetffyt,0.033745,No
stars14hj3ecw0wfaylqm4uakgnq48hvzwqxfdqk33l9,cosmos14hj3ecw0wfaylqm4uakgnq48hvzwqxfd52xv55,0.005072,Yes
stars16caj0q5r04qaz0e5ejxd85uh8zna6jsc9nc5x2,cosmos16caj0q5r04qaz0e5ejxd85uh8zna6jsc300fdm,0,Yes
stars1wtqyxenj84f6sdtazrq3uvngajgc05utclmjwx,cosmos1wtqyxenj84f6sdtazrq3uvngajgc05utvrv09h,0.606024,Yes
stars1q67zqfjtg86lx0rm6egsx3agly2jt4gfxzuc25,cosmos1q67zqfjtg86lx0rm6egsx3agly2jt4gfj7t9p9,0.029751,Yes
stars1cyvgmfa394pvkm6jvwzm8lyx3vr00wqwnms9ct,cosmos1cyvgmfa394pvkm6jvwzm8lyx3vr00wqw888cn6,0.02,Yes
stars17kchz2mn6xzm5kskytk6kpvv0m092f6utcrs55,cosmos17kchz2mn6xzm5kskytk6kpvv0m092f6uly5dl9,0.137955,No
stars1xk9dsqx5wz44c58e2m5qes2xdgvsc5xg63pdh3,cosmos1xk9dsqx5wz44c58e2m5qes2xdgvsc5xgwdksuq,0.026075,No
stars1x6lku838dmerjaslypgm2ykfs66ec7da72pxgk,cosmos1x6lku838dmerjaslypgm2ykfs66ec7da2kkmr8,1.249018,Yes
stars1sx0t7979pdw4surskz0mx4chcgkr4jd5y4j7us,cosmos1sx0t7979pdw4surskz0mx4chcgkr4jd5sf9rhp,0.004281,No
stars1mw6l2gd2l0jt8phz7yz5l7vyfl4h2qpkcvfc7f,cosmos1mw6l2gd2l0jt8phz7yz5l7vyfl4h2qpkvs794c,0.16425,No
stars1azm58aqs4enp09ndema9ufu8jph77rqv4tpum2,cosmos1azm58aqs4enp09ndema9ufu8jph77rqvphkpsm,0.2918,Yes
stars15hnpyx9d7t6xnau6z69rz2fejaw6pqa08a3kyr,cosmos15hnpyx9d7t6xnau6z69rz2fejaw6pqa0npxt0j,44.229469,Yes
stars1usj7jlcajsmdy4tmhlekx0wjdleac67a9zew7w,cosmos1usj7jlcajsmdy4tmhlekx0wjdleac67a37wn4l,0,No
stars1hydspfqxptwd59krx9qjy63cq34vzlgu32uzf0,cosmos1hydspfqxptwd59krx9qjy63cq34vzlgu9ktlz7,0,No
stars1tcnjyaakcw55k7ue0xgfr98w5jqhp5lzad05h4,cosmos1tcnjyaakcw55k7ue0xgfr98w5jqhp5lzf3cfuy,13.39814,Yes
stars1p9muf0xjjx2jszctj93kd796nzwldhuz7xu2a5dmr2sh42yq25vqlsjyrz,cosmos1p9muf0xjjx2jszctj93kd796nzwldhuz7xu2a5dmr2sh42yq25vqfhkrv6,0,No
stars12fhvwp2j0epu4wjzzvm8rw7jvtf7h68fcx034r,cosmos12fhvwp2j0epu4wjzzvm8rw7jvtf7h68fv6cv7j,0,No
stars10pjj5ye6spe7vgqcph2exm2pcx4m5gv9x3eytg,cosmos10pjj5ye6spe7vgqcph2exm2pcx4m5gv9jdweqe,1.53597,Yes
stars1gql60kmu552ts09g0dgypc5e729wh8qcmndljr,cosmos1gql60kmu552ts09g0dgypc5e729wh8qc006zej,0.018952,No
stars1cnzcqss00dv09kpwqmuxkqssevr7u77jwhkmxm,cosmos1cnzcqss00dv09kpwqmuxkqssevr7u77j6tpxd2,1.731265,Yes
stars1yafev5zmq36vgv7ws583mart4lsx5t08x45mpk,cosmos1yafev5zmq36vgv7ws583mart4lsx5t08jfrx28,2.008646,No
stars12h2x9j0vnauzgcvfza4dqegmvhm7yep65cn2nd,cosmos12h2x9j0vnauzgcvfza4dqegmvhm7yep6qyyhcu,0.000577,No
stars1d4vmt2ephakayuvjgnwdfjxcvz8phvn6tqe6mu,cosmos1d4vmt2ephakayuvjgnwdfjxcvz8phvn6luw8sd,0.037966,No
stars1k0q9lem7mgza46y70nfpndw36ry89k4q8g37cc,cosmos1k0q9lem7mgza46y70nfpndw36ry89k4qn5xrnf,0.008692,Yes
stars1te3c8257ssggtadhczkjl6qaunmlta03ud4vnt,cosmos1te3c8257ssggtadhczkjl6qaunmlta03g3z3c6,0.256843,Yes
stars1dwh8m3wfkmd02duaemfgukydtkcj5wv5y8tpd2,cosmos1dwh8m3wfkmd02duaemfgukydtkcj5wv5smuuxm,0.046985,Yes
stars1sknu6x4987pekz8hmp8726wzscake7vaqfl3cx,cosmos1sknu6x4987pekz8hmp8726wzscake7va54gvnh,0.061286,Yes
stars1qwpxmmkwnjkyzpc4ttev2rxguu8l6v4eg6pf7s,cosmos1qwpxmmkwnjkyzpc4ttev2rxguu8l6v4euxk54p,4.468184,Yes
stars1qtc9y04229entv07jdzy7ngctqd8ecjtcjwadt,cosmos1qtc9y04229entv07jdzy7ngctqd8ecjtvweqx6,0,No
stars1x490r3g684ergay3wvj5lx8v5l7pdntv9zpuml,cosmos1x490r3g684ergay3wvj5lx8v5l7pdntv37kpsw,5.154565,Yes
stars150z3rurt44gzq39speesl54rl52nzy789wts20,cosmos150z3rurt44gzq39speesl54rl52nzy783judp7,49.433945,Yes
stars1s89kwldfww0dumra0vpc4wdqhdjytg8fefseqz,cosmos1s89kwldfww0dumra0vpc4wdqhdjytg8fd48ytn,0,No
stars1xmapg98k3mfury0lsjtv9qsep9vsc6tujy0wq6,cosmos1xmapg98k3mfury0lsjtv9qsep9vsc6tuxccntt,0.040404,Yes
stars1vmzvv6l5ak4zgy0x5vqxacz422jav9apf69qlj,cosmos1vmzvv6l5ak4zgy0x5vqxacz422jav9apaxja5r,0,No
stars1zux0djv2xasrpddung50estdghmcddtasamw76,cosmos1zux0djv2xasrpddung50estdghmcddtaypvn4t,201.665775,Yes
stars1wuhya3vn5gr3a7hft2kts2qc40v8at5ugcankr,cosmos1wuhya3vn5gr3a7hft2kts2qc40v8at5uuy2waj,0,No
stars1y77yyz5e6tv5uq3pu4tun9cat5fysxuhhvgu7n,cosmos1y77yyz5e6tv5uq3pu4tun9cat5fysxuhrslp4z,0.599499,No
stars1xx33y2exg8s4vjusr4v2gye3upv4ethdfprmvr,cosmos1xx33y2exg8s4vjusr4v2gye3upv4ethdaa5x8j,4.519097,Yes
stars15eplarxc57s5cmq69u7fe0m6ytqnmhgjvfpgas,cosmos15eplarxc57s5cmq69u7fe0m6ytqnmhgjc4k4kp,0.000002,No
stars107jar7f2xycmzag5y4rlyrefwa8fx6rhl6ty4q,cosmos107jar7f2xycmzag5y4rlyrefwa8fx6rhtxue73,0.212789,Yes
stars1em93xf94d5zjv8dhfvlnsj6ecmym96j8aetld2,cosmos1em93xf94d5zjv8dhfvlnsj6ecmym96j8f9uzxm,0,No
stars1myaykflgpek3cewwlqp5v4vt7z8cygkgh63mny,cosmos1myaykflgpek3cewwlqp5v4vt7z8cygkgrxxxc4,0,No
stars156h0hnf4tgv8at47unv69knyjncxu4x4ll3rqy,cosmos156h0hnf4tgv8at47unv69knyjncxu4x4trx7t4,0.096396,No
stars145d2lp3anw4v6apvz8ze8rw8kw8h9rtxfwre0y,cosmos145d2lp3anw4v6apvz8ze8rw8kw8h9rtxaj5yy4,1.610316,Yes
stars1f8p7wrsenwe6xug3ue5nsk466dvdf0pld5prqj,cosmos1f8p7wrsenwe6xug3ue5nsk466dvdf0plegk7tr,0.077245,No
stars1um367805chm6eveueghcafevlh5zgks5f2esdz,cosmos1um367805chm6eveueghcafevlh5zgks5akwdxn,0.106767,Yes
stars1x0l6m4pz9svwuk3g2syqpf47p909thrxxglk7u,cosmos1x0l6m4pz9svwuk3g2syqpf47p909thrxj5gt4d,1457.519727,No
stars1tf5mnh6tg4fg55wj48kparvk6sq85dxll0evnt,cosmos1tf5mnh6tg4fg55wj48kparvk6sq85dxltnw3c6,0.15197,Yes
stars1fuw09hfg2gpk5tzcueh0nx054k87jsepq2hahg,cosmos1fuw09hfg2gpk5tzcueh0nx054k87jsep5kqque,0.885819,Yes
stars1gkzepee6zt5m8gvsqj8yreg60llgs700903khz,cosmos1gkzepee6zt5m8gvsqj8yreg60llgs7003nxtun,0.014808,Yes
stars19xf7tcjz64syxv2at5eq6rc6n9jdyy3z4rz3yd,cosmos19xf7tcjz64syxv2at5eq6rc6n9jdyy3zpl4v0u,0.118891,No
stars1wdgudp4t9fygrl4x4yrunfljwkrpzxnya3nl37,cosmos1wdgudp4t9fygrl4x4yrunfljwkrpzxnyfdyz60,0.019251,Yes
stars1cn3jdmlzvzz82lfdzh42amuhcwpej0kp756w7v,cosmos1cn3jdmlzvzz82lfdzh42amuhcwpej0kp2gdn4a,1.695925,Yes
stars1fqf4rzzd8wurwks7klgg588fm5gjt6tcc2d0l9,cosmos1fqf4rzzd8wurwks7klgg588fm5gjt6tcvk6j55,0.103951,Yes
stars1qtl3p007vd9zz7ws8xj9vyjt5x7elg7cyjgllz,cosmos1qtl3p007vd9zz7ws8xj9vyjt5x7elg7cswlz5n,0.898719,Yes
stars1hz7w7ta7mrum5afk4mufarmwvegh7t6jwv4trg,cosmos1hz7w7ta7mrum5afk4mufarmwvegh7t6j6szkge,0.078711,Yes
stars1ekxyan4a8hldlzyfrpt2h3j4ajt9lcxk7q8d5e,cosmos1ekxyan4a8hldlzyfrpt2h3j4ajt9lcxk2usslg,0,Yes
stars1xxk6artjctr3fgurh4p7mwgm0wyxy4ypvealuj,cosmos1xxk6artjctr3fgurh4p7mwgm0wyxy4ypc92zhr,0.11,Yes
stars1q8yetu3wddxpl9zuh77g96nmx5qz6j4xce7rlp,cosmos1q8yetu3wddxpl9zuh77g96nmx5qz6j4xv9f75s,0.181876,No
stars153dvcjq4pucrjj2t408valgxasrcw5v4gx6h3m,cosmos153dvcjq4pucrjj2t408valgxasrcw5v4u6d262,0,No
